record_id,service,agency,agency_code,category,requirements,fees_summary,steps_summary,processing_time,source_url,last_verified
SVC-14432,Bulawayo North (Bulawayo) Sub-Ward 33 - VID Certificate of Fitness Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14432; Official Bank Payment Receipt for Prescribed Fee,Bulawayo North (Bulawayo) Sub-Ward 33 - VID Certificate of Fitness Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-14432 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo North (Bulawayo) Sub-Ward 33 - VID Certificate of Fitness Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14433,Bulawayo South (Manicaland) Sub-Ward 34 - TSCZ Defensive Driving Card Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14433; Official Bank Payment Receipt for Prescribed Fee,Bulawayo South (Manicaland) Sub-Ward 34 - TSCZ Defensive Driving Card Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-14433 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo South (Manicaland) Sub-Ward 34 - TSCZ Defensive Driving Card Renewal Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14434,Makokoba (Mashonaland Central) Sub-Ward 35 - Commuter Omnibus Route Operating Licence Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14434; Official Bank Payment Receipt for Prescribed Fee,Makokoba (Mashonaland Central) Sub-Ward 35 - Commuter Omnibus Route Operating Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-14434 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Makokoba (Mashonaland Central) Sub-Ward 35 - Commuter Omnibus Route Operating Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14435,Luveve (Mashonaland East) Sub-Ward 36 - ZINARA Toll Exemption Verification Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14435; Official Bank Payment Receipt for Prescribed Fee,Luveve (Mashonaland East) Sub-Ward 36 - ZINARA Toll Exemption Verification Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-14435 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Luveve (Mashonaland East) Sub-Ward 36 - ZINARA Toll Exemption Verification Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14436,Mutare Urban (Mashonaland West) Sub-Ward 37 - ZIMRA Border Cargo Clearance & Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14436; Official Bank Payment Receipt for Prescribed Fee,Mutare Urban (Mashonaland West) Sub-Ward 37 - ZIMRA Border Cargo Clearance & Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-14436 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutare Urban (Mashonaland West) Sub-Ward 37 - ZIMRA Border Cargo Clearance & Inspection Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14437,Mutare Rural (Masvingo) Sub-Ward 38 - Customs In-Bond Transit Seal Removal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14437; Official Bank Payment Receipt for Prescribed Fee,Mutare Rural (Masvingo) Sub-Ward 38 - Customs In-Bond Transit Seal Removal Procedure Application Processing Fee: $50,Obtain Application Form SVC-14437 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutare Rural (Masvingo) Sub-Ward 38 - Customs In-Bond Transit Seal Removal Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14438,Makoni (Matabeleland North) Sub-Ward 39 - ZRP Firearm Storage Vault Security Audit Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14438; Official Bank Payment Receipt for Prescribed Fee,Makoni (Matabeleland North) Sub-Ward 39 - ZRP Firearm Storage Vault Security Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-14438 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Makoni (Matabeleland North) Sub-Ward 39 - ZRP Firearm Storage Vault Security Audit Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14439,Chipinge (Matabeleland South) Sub-Ward 40 - Private Security Company Operating Permit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14439; Official Bank Payment Receipt for Prescribed Fee,Chipinge (Matabeleland South) Sub-Ward 40 - Private Security Company Operating Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-14439 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chipinge (Matabeleland South) Sub-Ward 40 - Private Security Company Operating Permit Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14440,Chimanimani (Midlands) Sub-Ward 41 - MOPA Public Event & Assembly Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14440; Official Bank Payment Receipt for Prescribed Fee,Chimanimani (Midlands) Sub-Ward 41 - MOPA Public Event & Assembly Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-14440 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chimanimani (Midlands) Sub-Ward 41 - MOPA Public Event & Assembly Clearance Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14441,Nyanga (Harare) Sub-Ward 42 - ZEC Ward Polling Station Registration Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14441; Official Bank Payment Receipt for Prescribed Fee,Nyanga (Harare) Sub-Ward 42 - ZEC Ward Polling Station Registration Procedure Application Processing Fee: $50,Obtain Application Form SVC-14441 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Nyanga (Harare) Sub-Ward 42 - ZEC Ward Polling Station Registration Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14442,Bindura (Bulawayo) Sub-Ward 43 - ZACC Whistleblower Protection Disclosure Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14442; Official Bank Payment Receipt for Prescribed Fee,Bindura (Bulawayo) Sub-Ward 43 - ZACC Whistleblower Protection Disclosure Procedure Application Processing Fee: $50,Obtain Application Form SVC-14442 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bindura (Bulawayo) Sub-Ward 43 - ZACC Whistleblower Protection Disclosure Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14443,Mazowe (Manicaland) Sub-Ward 44 - Commercial Solar PV System Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14443; Official Bank Payment Receipt for Prescribed Fee,Mazowe (Manicaland) Sub-Ward 44 - Commercial Solar PV System Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-14443 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mazowe (Manicaland) Sub-Ward 44 - Commercial Solar PV System Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14444,Guruve (Mashonaland Central) Sub-Ward 45 - LP Gas Retail Outlet Refilling Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14444; Official Bank Payment Receipt for Prescribed Fee,Guruve (Mashonaland Central) Sub-Ward 45 - LP Gas Retail Outlet Refilling Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-14444 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Guruve (Mashonaland Central) Sub-Ward 45 - LP Gas Retail Outlet Refilling Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14445,Mount Darwin (Mashonaland East) Sub-Ward 46 - Artisanal Gold Syndicate Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14445; Official Bank Payment Receipt for Prescribed Fee,Mount Darwin (Mashonaland East) Sub-Ward 46 - Artisanal Gold Syndicate Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-14445 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mount Darwin (Mashonaland East) Sub-Ward 46 - Artisanal Gold Syndicate Licence Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14446,Shamva (Mashonaland West) Sub-Ward 47 - Forestry Timber Transport Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14446; Official Bank Payment Receipt for Prescribed Fee,Shamva (Mashonaland West) Sub-Ward 47 - Forestry Timber Transport Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-14446 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Shamva (Mashonaland West) Sub-Ward 47 - Forestry Timber Transport Clearance Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14447,Rushinga (Masvingo) Sub-Ward 48 - Heritage Site Commercial Filming Clearance Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14447; Official Bank Payment Receipt for Prescribed Fee,Rushinga (Masvingo) Sub-Ward 48 - Heritage Site Commercial Filming Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-14447 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Rushinga (Masvingo) Sub-Ward 48 - Heritage Site Commercial Filming Clearance Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14448,Marondera (Matabeleland North) Sub-Ward 49 - Export CD1 Form Acquittance Verification Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14448; Official Bank Payment Receipt for Prescribed Fee,Marondera (Matabeleland North) Sub-Ward 49 - Export CD1 Form Acquittance Verification Procedure Application Processing Fee: $50,Obtain Application Form SVC-14448 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Marondera (Matabeleland North) Sub-Ward 49 - Export CD1 Form Acquittance Verification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14449,Goromonzi (Matabeleland South) Sub-Ward 50 - Customs Duty Drawback Claim Audit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14449; Official Bank Payment Receipt for Prescribed Fee,Goromonzi (Matabeleland South) Sub-Ward 50 - Customs Duty Drawback Claim Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-14449 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Goromonzi (Matabeleland South) Sub-Ward 50 - Customs Duty Drawback Claim Audit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14450,Seke (Midlands) Sub-Ward 51 - PRAZ Procurement Category Renewal Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14450; Official Bank Payment Receipt for Prescribed Fee,Seke (Midlands) Sub-Ward 51 - PRAZ Procurement Category Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-14450 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Seke (Midlands) Sub-Ward 51 - PRAZ Procurement Category Renewal Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14451,Murewa (Harare) Sub-Ward 52 - SAZ Quality Management ISO Certification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14451; Official Bank Payment Receipt for Prescribed Fee,Murewa (Harare) Sub-Ward 52 - SAZ Quality Management ISO Certification Procedure Application Processing Fee: $50,Obtain Application Form SVC-14451 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Murewa (Harare) Sub-Ward 52 - SAZ Quality Management ISO Certification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14452,Mutoko (Bulawayo) Sub-Ward 53 - NSSA Pension Retirement Disbursement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14452; Official Bank Payment Receipt for Prescribed Fee,Mutoko (Bulawayo) Sub-Ward 53 - NSSA Pension Retirement Disbursement Procedure Application Processing Fee: $50,Obtain Application Form SVC-14452 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutoko (Bulawayo) Sub-Ward 53 - NSSA Pension Retirement Disbursement Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14453,Uzumba-Maramba-Pfungwe (Manicaland) Sub-Ward 54 - Official Government Gazette Publication Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14453; Official Bank Payment Receipt for Prescribed Fee,Uzumba-Maramba-Pfungwe (Manicaland) Sub-Ward 54 - Official Government Gazette Publication Procedure Application Processing Fee: $50,Obtain Application Form SVC-14453 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Uzumba-Maramba-Pfungwe (Manicaland) Sub-Ward 54 - Official Government Gazette Publication Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14454,Chinhoyi (Mashonaland Central) Sub-Ward 55 - High Court Execution Writ Service Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14454; Official Bank Payment Receipt for Prescribed Fee,Chinhoyi (Mashonaland Central) Sub-Ward 55 - High Court Execution Writ Service Procedure Application Processing Fee: $50,Obtain Application Form SVC-14454 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chinhoyi (Mashonaland Central) Sub-Ward 55 - High Court Execution Writ Service Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14455,Kariba (Mashonaland East) Sub-Ward 56 - Ward Civil Registration & Birth Certificate Notification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14455; Official Bank Payment Receipt for Prescribed Fee,Kariba (Mashonaland East) Sub-Ward 56 - Ward Civil Registration & Birth Certificate Notification Procedure Application Processing Fee: $50,Obtain Application Form SVC-14455 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kariba (Mashonaland East) Sub-Ward 56 - Ward Civil Registration & Birth Certificate Notification Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14456,Zvimba (Mashonaland West) Sub-Ward 57 - Ward Social Welfare Emergency Relief Grant Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14456; Official Bank Payment Receipt for Prescribed Fee,Zvimba (Mashonaland West) Sub-Ward 57 - Ward Social Welfare Emergency Relief Grant Procedure Application Processing Fee: $50,Obtain Application Form SVC-14456 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Zvimba (Mashonaland West) Sub-Ward 57 - Ward Social Welfare Emergency Relief Grant Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14457,Chegutu (Masvingo) Sub-Ward 58 - Community Borehole Rehabilitation & Water Testing Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14457; Official Bank Payment Receipt for Prescribed Fee,Chegutu (Masvingo) Sub-Ward 58 - Community Borehole Rehabilitation & Water Testing Procedure Application Processing Fee: $50,Obtain Application Form SVC-14457 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chegutu (Masvingo) Sub-Ward 58 - Community Borehole Rehabilitation & Water Testing Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14458,Kadoma (Matabeleland North) Sub-Ward 59 - Agritex Extension Grain Seedling Distribution Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14458; Official Bank Payment Receipt for Prescribed Fee,Kadoma (Matabeleland North) Sub-Ward 59 - Agritex Extension Grain Seedling Distribution Procedure Application Processing Fee: $50,Obtain Application Form SVC-14458 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kadoma (Matabeleland North) Sub-Ward 59 - Agritex Extension Grain Seedling Distribution Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14459,Mhangura (Matabeleland South) Sub-Ward 60 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14459; Official Bank Payment Receipt for Prescribed Fee,Mhangura (Matabeleland South) Sub-Ward 60 - Veterinary Dip Tank Livestock Vaccination Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-14459 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mhangura (Matabeleland South) Sub-Ward 60 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14460,Masvingo Urban (Midlands) Sub-Ward 61 - Primary School Development Committee Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14460; Official Bank Payment Receipt for Prescribed Fee,Masvingo Urban (Midlands) Sub-Ward 61 - Primary School Development Committee Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-14460 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Urban (Midlands) Sub-Ward 61 - Primary School Development Committee Clearance Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14461,Masvingo Rural (Harare) Sub-Ward 62 - Secondary School Boarding Facility Allocation Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14461; Official Bank Payment Receipt for Prescribed Fee,Masvingo Rural (Harare) Sub-Ward 62 - Secondary School Boarding Facility Allocation Procedure Application Processing Fee: $50,Obtain Application Form SVC-14461 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Rural (Harare) Sub-Ward 62 - Secondary School Boarding Facility Allocation Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-14462,Chiredzi (Bulawayo) Sub-Ward 63 - Vocational Training Apprentice Placement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14462; Official Bank Payment Receipt for Prescribed Fee,Chiredzi (Bulawayo) Sub-Ward 63 - Vocational Training Apprentice Placement Procedure Application Processing Fee: $50,Obtain Application Form SVC-14462 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chiredzi (Bulawayo) Sub-Ward 63 - Vocational Training Apprentice Placement Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-14463,Gutu (Manicaland) Sub-Ward 64 - Municipal Trade Vendor Kiosk Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14463; Official Bank Payment Receipt for Prescribed Fee,Gutu (Manicaland) Sub-Ward 64 - Municipal Trade Vendor Kiosk Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-14463 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gutu (Manicaland) Sub-Ward 64 - Municipal Trade Vendor Kiosk Renewal Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-14464,Bikita (Mashonaland Central) Sub-Ward 65 - Local Authority Architectural Building Approval Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-14464; Official Bank Payment Receipt for Prescribed Fee,Bikita (Mashonaland Central) Sub-Ward 65 - Local Authority Architectural Building Approval Procedure Application Processing Fee: $50,Obtain Application Form SVC-14464 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bikita (Mashonaland Central) Sub-Ward 65 - Local Authority Architectural Building Approval Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
